Latitude (decimal degrees):	52.546
Longitude (decimal degrees):	11.399
Elevation (m):	41
Radiation database:	PVGIS-SARAH2


Slope: 10 deg. 
Azimuth: 99 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200725:0811,171740.0,224.86,40.9,19.3,1.86,0.0
20200725:0911,425700.0,541.15,48.65,20.7,1.93,0.0
20200725:1011,406490.0,520.18,54.46,21.46,1.79,0.0
20200725:1111,459470.0,591.3,57.09,22.44,1.86,0.0
20200725:1211,408430.0,524.33,55.72,23.28,2.48,0.0
20200725:1311,606320.0,777.02,50.81,23.42,3.1,0.0
20200725:1411,402850.0,513.18,43.56,23.52,3.03,0.0
20200725:1511,271110.0,349.39,35.07,23.82,2.83,0.0
20200725:1611,310000.0,397.67,26.04,24.06,2.62,0.0
20200725:1711,230620.0,303.91,16.96,23.8,2.34,0.0
20200725:1811,112680.0,166.72,8.21,23.0,2.14,0.0
20200725:1911,0.0,0.0,0.0,22.16,1.66,0.0
20200725:2011,0.0,0.0,0.0,20.94,1.45,0.0
20200725:2111,0.0,0.0,0.0,21.08,0.62,0.0
20200725:2211,0.0,0.0,0.0,19.66,1.31,0.0
20200725:2311,0.0,0.0,0.0,18.9,1.79,0.0
20200726:0011,0.0,0.0,0.0,18.69,2.0,0.0
20200726:0111,0.0,0.0,0.0,18.63,2.28,0.0
20200726:0211,0.0,0.0,0.0,18.58,2.41,0.0
20200726:0311,0.0,0.0,0.0,18.4,2.48,0.0
20200726:0411,430.0,6.92,5.33,18.36,2.28,0.0
20200726:0511,8590.0,21.87,13.9,18.53,2.07,0.0
20200726:0611,18800.0,36.77,22.91,18.69,2.48,0.0
20200726:0711,30210.0,51.68,32.0,16.86,3.31,0.0
20200726:0811,73400.0,105.35,40.72,17.45,3.17,0.0
20200726:0911,81120.0,115.29,48.46,18.71,2.83,0.0
20200726:1011,150010.0,198.77,54.25,19.59,2.21,0.0
20200726:1111,558020.0,704.45,56.87,19.19,2.41,0.0
20200726:1211,432520.0,542.84,55.51,20.19,3.52,0.0
20200726:1311,633040.0,801.49,50.61,21.79,3.59,0.0
20200726:1411,581230.0,733.92,43.39,22.57,3.72,0.0
20200726:1511,501300.0,630.79,34.9,22.79,3.66,0.0
20200726:1611,224170.0,289.31,25.88,22.51,3.31,0.0
20200726:1711,118700.0,162.87,16.8,21.75,2.97,0.0
20200726:1811,44000.0,72.29,8.04,20.78,2.41,0.0
20200726:1911,0.0,0.0,0.0,19.44,1.31,0.0
20200726:2011,0.0,0.0,0.0,18.59,1.45,0.0
20200726:2111,0.0,0.0,0.0,17.87,1.59,0.0
20200726:2211,0.0,0.0,0.0,17.34,1.86,0.0
20200726:2311,0.0,0.0,0.0,16.71,2.0,0.0
20200727:0011,0.0,0.0,0.0,16.18,1.72,0.0
20200727:0111,0.0,0.0,0.0,15.63,1.59,0.0
20200727:0211,0.0,0.0,0.0,14.85,1.45,0.0
20200727:0311,0.0,0.0,0.0,13.95,1.38,0.0
20200727:0411,13470.0,28.66,5.14,13.45,1.24,0.0
20200727:0511,48630.0,92.9,13.73,14.69,0.69,0.0
20200727:0611,142970.0,214.22,22.74,16.98,0.55,0.0
20200727:0711,246860.0,322.94,31.83,19.2,1.31,0.0
20200727:0811,273550.0,351.6,40.55,20.9,1.86,0.0
20200727:0911,441240.0,562.16,48.27,21.83,2.21,0.0
20200727:1011,389240.0,495.86,54.04,22.34,2.97,0.0
20200727:1111,485690.0,619.93,56.65,22.95,3.03,0.0
20200727:1211,329930.0,423.72,55.3,23.69,3.24,0.0
20200727:1311,198000.0,260.58,50.42,23.81,3.31,0.0
20200727:1411,88900.0,127.21,43.2,23.74,3.72,0.0
20200727:1511,49170.0,77.52,34.73,23.0,3.24,0.0
20200727:1611,16330.0,33.79,25.71,22.58,3.17,0.0
20200727:1711,72860.0,107.0,16.63,22.39,2.97,0.0
20200727:1811,56890.0,90.56,7.87,21.67,1.66,0.0
20200727:1911,0.0,0.0,0.0,19.44,2.41,0.0
20200727:2011,0.0,0.0,0.0,19.05,2.69,0.0
20200727:2111,0.0,0.0,0.0,18.69,3.03,0.0
20200727:2211,0.0,0.0,0.0,18.65,3.45,0.0
20200727:2311,0.0,0.0,0.0,18.86,3.72,0.0
20200728:0011,0.0,0.0,0.0,19.2,3.72,0.0
20200728:0111,0.0,0.0,0.0,19.44,3.72,0.0
20200728:0211,0.0,0.0,0.0,19.57,3.45,0.0
20200728:0311,0.0,0.0,0.0,19.45,3.03,0.0
20200728:0411,4860.0,15.81,4.96,19.4,2.83,0.0
20200728:0511,43610.0,69.74,13.55,19.92,3.1,0.0
20200728:0611,59420.0,89.45,22.57,20.43,3.59,0.0
20200728:0711,258390.0,339.46,31.65,21.32,3.79,0.0
20200728:0811,393440.0,498.46,40.36,22.33,4.55,0.0
20200728:0911,385100.0,486.87,48.07,22.96,4.9,0.0
20200728:1011,415830.0,524.92,53.83,23.13,5.24,0.0
20200728:1111,629870.0,791.92,56.42,23.19,5.38,0.0
20200728:1211,375290.0,474.4,55.07,23.13,5.52,0.0
20200728:1311,281170.0,358.27,50.21,22.58,5.31,0.0
20200728:1411,525080.0,655.33,43.01,22.5,5.31,0.0
20200728:1511,489490.0,610.0,34.55,22.65,5.17,0.0
20200728:1611,342500.0,429.84,25.53,22.11,4.83,0.0
20200728:1711,268730.0,346.73,16.45,21.58,4.41,0.0
20200728:1811,41010.0,68.4,7.68,20.96,3.59,0.0
20200728:1911,0.0,0.0,0.0,20.3,2.9,0.0
20200728:2011,0.0,0.0,0.0,19.02,2.69,0.0
20200728:2111,0.0,0.0,0.0,18.02,2.55,0.0
20200728:2211,0.0,0.0,0.0,17.34,2.48,0.0
20200728:2311,0.0,0.0,0.0,16.8,2.48,0.0
20200729:0011,0.0,0.0,0.0,16.23,2.48,0.0
20200729:0111,0.0,0.0,0.0,15.69,2.69,0.0
20200729:0211,0.0,0.0,0.0,15.4,2.97,0.0
20200729:0311,0.0,0.0,0.0,14.98,3.24,0.0
20200729:0411,0.0,3.95,4.77,14.67,3.38,0.0
20200729:0511,52630.0,80.2,13.37,15.02,3.59,0.0
20200729:0611,149290.0,212.52,22.39,15.98,3.79,0.0
20200729:0711,214790.0,274.23,31.48,17.38,4.69,0.0
20200729:0811,302600.0,377.86,40.18,18.35,5.24,0.0
20200729:0911,178410.0,230.58,47.87,19.04,5.59,0.0
20200729:1011,456820.0,564.9,53.61,19.48,5.66,0.0
20200729:1111,516140.0,639.0,56.19,19.96,5.72,0.0
20200729:1211,342200.0,428.7,54.85,20.55,5.52,0.0
20200729:1311,548510.0,681.27,50.0,21.09,5.66,0.0
20200729:1411,405130.0,504.84,42.82,21.49,5.52,0.0
20200729:1511,385820.0,480.25,34.36,21.54,5.31,0.0
20200729:1611,304940.0,382.6,25.35,21.22,5.1,0.0
20200729:1711,224490.0,290.6,16.27,20.48,4.14,0.0
20200729:1811,85260.0,128.22,7.49,19.57,3.66,0.0
20200729:1911,0.0,0.0,0.0,18.09,2.97,0.0
20200729:2011,0.0,0.0,0.0,17.19,2.48,0.0
20200729:2111,0.0,0.0,0.0,16.36,2.14,0.0
20200729:2211,0.0,0.0,0.0,15.6,2.07,0.0
20200729:2311,0.0,0.0,0.0,14.9,2.14,0.0
20200730:0011,0.0,0.0,0.0,14.32,2.21,0.0
20200730:0111,0.0,0.0,0.0,13.74,2.28,0.0
20200730:0211,0.0,0.0,0.0,13.26,2.41,0.0
20200730:0311,0.0,0.0,0.0,12.78,2.34,0.0
20200730:0411,10810.0,24.71,4.59,12.33,2.34,0.0
20200730:0511,42130.0,85.04,13.19,12.67,2.07,0.0
20200730:0611,140930.0,211.09,22.22,13.77,2.62,0.0
20200730:0711,274930.0,357.84,31.3,15.3,2.41,0.0
20200730:0811,404350.0,503.75,39.99,16.57,2.76,0.0
20200730:0911,514360.0,638.54,47.67,17.63,2.76,0.0
20200730:1011,601150.0,756.03,53.38,18.71,2.41,0.0
20200730:1111,651590.0,827.47,55.95,19.81,2.55,0.0
20200730:1211,632360.0,807.96,54.61,20.78,2.48,0.0
20200730:1311,610000.0,780.25,49.78,21.39,2.41,0.0
20200730:1411,596070.0,759.55,42.62,21.95,2.62,0.0
20200730:1511,531680.0,672.97,34.17,22.17,2.76,0.0
20200730:1611,85510.0,122.25,25.16,21.87,2.62,0.0
20200730:1711,244520.0,319.2,16.08,21.45,2.34,0.0
20200730:1811,105750.0,158.04,7.3,20.65,1.59,0.0
20200730:1911,0.0,0.0,0.0,19.24,1.72,0.0
20200730:2011,0.0,0.0,0.0,17.92,1.86,0.0
20200730:2111,0.0,0.0,0.0,16.97,1.86,0.0
20200730:2211,0.0,0.0,0.0,16.12,1.66,0.0
20200730:2311,0.0,0.0,0.0,15.11,1.38,0.0
20200731:0011,0.0,0.0,0.0,15.18,0.83,0.0
20200731:0111,0.0,0.0,0.0,15.82,0.28,0.0
20200731:0211,0.0,0.0,0.0,15.19,0.69,0.0
20200731:0311,0.0,0.0,0.0,13.6,1.17,0.0
20200731:0411,10090.0,23.72,4.39,13.11,1.31,0.0
20200731:0511,44230.0,84.27,13.01,13.94,0.83,0.0
20200731:0611,132340.0,202.11,22.04,16.99,0.62,0.0
20200731:0711,255580.0,342.28,31.11,18.87,0.62,0.0
20200731:0811,371280.0,480.7,39.8,20.35,0.48,0.0
20200731:0911,466820.0,603.2,47.46,21.56,0.76,0.0
20200731:1011,505540.0,658.31,53.16,22.59,0.9,0.0
20200731:1111,594520.0,785.98,55.71,23.5,0.83,0.0
20200731:1211,610200.0,810.26,54.37,24.3,0.97,0.0
20200731:1311,604490.0,801.68,49.56,24.94,1.1,0.0
20200731:1411,548780.0,720.71,42.41,25.37,1.31,0.0
20200731:1511,466890.0,607.66,33.98,25.52,1.38,0.0
20200731:1611,358170.0,465.93,24.97,25.38,1.31,0.0
20200731:1711,224390.0,300.89,15.88,25.04,1.24,0.0
20200731:1811,66560.0,106.27,7.1,24.15,1.38,0.0
20200731:1911,0.0,0.0,0.0,22.96,2.0,0.0
20200731:2011,0.0,0.0,0.0,21.5,2.28,0.0
20200731:2111,0.0,0.0,0.0,20.43,2.34,0.0
20200731:2211,0.0,0.0,0.0,19.55,2.41,0.0
20200731:2311,0.0,0.0,0.0,18.82,2.41,0.0
20200801:0011,0.0,0.0,0.0,18.18,2.41,0.0
20200801:0111,0.0,0.0,0.0,17.62,2.34,0.0
20200801:0211,0.0,0.0,0.0,17.16,2.41,0.0
20200801:0311,0.0,0.0,0.0,16.76,2.41,0.0
20200801:0411,9260.0,22.73,4.2,16.43,2.34,0.0
20200801:0511,35660.0,77.03,12.82,16.85,2.28,0.0
20200801:0611,129560.0,200.78,21.85,18.49,2.34,0.0
20200801:0711,257920.0,344.89,30.93,20.47,2.76,0.0
20200801:0811,379270.0,486.29,39.6,22.56,2.9,0.0
20200801:0911,479460.0,613.85,47.25,24.58,3.03,0.0
20200801:1011,567120.0,732.99,52.92,26.42,3.24,0.0
20200801:1111,616620.0,806.97,55.46,27.8,3.17,0.0
20200801:1211,613020.0,810.3,54.13,28.9,2.9,0.0
20200801:1311,598850.0,798.32,49.33,29.63,2.34,0.0
20200801:1411,372360.0,495.68,42.2,30.17,1.59,0.0
20200801:1511,58540.0,92.43,33.77,30.29,0.69,0.0
20200801:1611,58810.0,92.43,24.77,29.56,1.1,0.0
20200801:1711,96860.0,140.65,15.68,28.22,1.79,0.0
20200801:1811,11350.0,26.83,6.89,26.25,1.79,0.0
20200801:1911,0.0,0.0,0.0,23.82,1.66,0.0
20200801:2011,0.0,0.0,0.0,22.76,1.31,0.0
20200801:2111,0.0,0.0,0.0,22.39,0.55,0.0
20200801:2211,0.0,0.0,0.0,21.46,0.83,0.0
20200801:2311,0.0,0.0,0.0,20.9,0.97,0.0
20200802:0011,0.0,0.0,0.0,20.55,1.1,0.0
20200802:0111,0.0,0.0,0.0,20.16,1.45,0.0
20200802:0211,0.0,0.0,0.0,19.83,1.52,0.0
20200802:0311,0.0,0.0,0.0,19.3,1.59,0.0
20200802:0411,0.0,2.97,4.0,18.82,1.93,0.0
20200802:0511,3800.0,13.91,12.63,18.77,2.0,0.0
20200802:0611,18770.0,36.77,21.67,18.91,1.79,0.0
20200802:0711,46200.0,72.55,30.74,18.91,2.55,0.0
20200802:0811,173200.0,226.54,39.41,19.26,1.93,0.0
20200802:0911,68440.0,100.38,47.03,19.32,1.31,0.0
20200802:1011,227500.0,293.65,52.69,19.61,1.31,0.0
20200802:1111,151070.0,200.76,55.21,19.97,1.59,0.0
20200802:1211,323270.0,413.79,53.88,21.67,2.14,0.0
20200802:1311,153820.0,205.73,49.1,22.33,2.41,0.0
20200802:1411,144940.0,194.8,41.98,22.02,2.14,0.0
20200802:1511,52500.0,81.5,33.57,21.82,1.38,0.0
20200802:1611,27160.0,48.7,24.57,21.79,1.1,0.0
20200802:1711,107870.0,150.71,15.48,21.82,1.1,0.0
20200802:1811,37640.0,65.1,6.68,21.43,1.17,0.0
20200802:1911,0.0,0.0,0.0,20.36,1.38,0.0
20200802:2011,0.0,0.0,0.0,19.64,1.79,0.0
20200802:2111,0.0,0.0,0.0,19.06,2.28,0.0
20200802:2211,0.0,0.0,0.0,18.52,2.9,0.0
20200802:2311,0.0,0.0,0.0,18.0,3.24,0.0
20200803:0011,0.0,0.0,0.0,17.36,3.1,0.0
20200803:0111,0.0,0.0,0.0,16.71,2.97,0.0
20200803:0211,0.0,0.0,0.0,16.08,2.76,0.0
20200803:0311,0.0,0.0,0.0,15.5,2.69,0.0
20200803:0411,80.0,5.93,3.8,15.05,2.69,0.0
20200803:0511,53080.0,87.01,12.44,14.91,2.97,0.0
20200803:0611,122940.0,165.98,21.48,15.07,2.9,0.0
20200803:0711,219990.0,281.12,30.55,15.6,2.69,0.0
20200803:0811,342290.0,427.76,39.21,16.61,2.62,0.0
20200803:0911,449690.0,561.31,46.81,18.01,2.48,0.0
20200803:1011,447480.0,562.77,52.45,19.32,2.55,0.0
20200803:1111,446390.0,565.12,54.96,20.38,2.48,0.0
20200803:1211,466890.0,592.53,53.63,21.08,2.55,0.0
20200803:1311,206090.0,267.65,48.86,21.06,2.69,0.0
20200803:1411,311450.0,394.71,41.76,20.89,2.83,0.0
20200803:1511,125690.0,170.24,33.35,20.88,2.83,0.0
20200803:1611,79510.0,114.29,24.36,20.7,2.83,0.0
20200803:1711,251070.0,326.96,15.27,20.21,2.41,0.0
20200803:1811,92390.0,141.38,6.46,19.55,2.07,0.0
20200803:1911,0.0,0.0,0.0,18.81,2.34,0.0
20200803:2011,0.0,0.0,0.0,17.88,2.34,0.0
20200803:2111,0.0,0.0,0.0,17.09,2.21,0.0
20200803:2211,0.0,0.0,0.0,16.63,1.93,0.0
20200803:2311,0.0,0.0,0.0,16.0,1.86,0.0
20200804:0011,0.0,0.0,0.0,15.59,1.93,0.0
20200804:0111,0.0,0.0,0.0,15.22,1.72,0.0
20200804:0211,0.0,0.0,0.0,14.77,1.72,0.0
20200804:0311,0.0,0.0,0.0,14.44,1.86,0.0
20200804:0411,4440.0,14.83,3.6,14.07,1.79,0.0
20200804:0511,53020.0,85.12,12.25,14.25,1.38,0.0
20200804:0611,124750.0,193.83,21.29,15.24,1.52,0.0
20200804:0711,255760.0,337.83,30.36,16.25,2.0,0.0
20200804:0811,372400.0,468.63,39.0,17.64,2.34,0.0
20200804:0911,433180.0,541.21,46.59,18.46,2.69,0.0
20200804:1011,419940.0,526.72,52.2,19.24,2.9,0.0
20200804:1111,241940.0,309.84,54.69,20.14,2.9,0.0
20200804:1211,525930.0,665.14,53.37,20.56,2.76,0.0
20200804:1311,359270.0,454.35,48.61,20.71,2.76,0.0
20200804:1411,148430.0,197.78,41.53,20.91,2.69,0.0
20200804:1511,436320.0,549.13,33.13,20.82,2.34,0.0
20200804:1611,371540.0,469.5,24.14,20.91,2.34,0.0
20200804:1711,194900.0,257.49,15.05,20.46,1.86,0.0
20200804:1811,44180.0,74.34,6.24,19.86,1.24,0.0
20200804:1911,0.0,0.0,0.0,18.85,0.9,0.0
20200804:2011,0.0,0.0,0.0,18.98,0.55,0.0
20200804:2111,0.0,0.0,0.0,17.56,0.83,0.0
20200804:2211,0.0,0.0,0.0,16.4,1.03,0.0
20200804:2311,0.0,0.0,0.0,15.76,1.03,0.0
20200805:0011,0.0,0.0,0.0,15.15,1.03,0.0
20200805:0111,0.0,0.0,0.0,14.09,1.38,0.0
20200805:0211,0.0,0.0,0.0,13.54,1.52,0.0
20200805:0311,0.0,0.0,0.0,13.17,1.59,0.0
20200805:0411,3350.0,12.85,3.4,13.27,1.79,0.0
20200805:0511,45240.0,70.71,12.05,14.13,1.66,0.0
20200805:0611,131920.0,187.74,21.1,16.56,1.59,0.0
20200805:0711,234040.0,306.81,30.16,18.51,2.07,0.0
20200805:0811,325800.0,416.44,38.8,20.49,2.14,0.0
20200805:0911,486060.0,619.17,46.37,22.26,2.34,0.0
20200805:1011,560630.0,719.41,51.95,23.55,2.55,0.0
20200805:1111,617960.0,799.89,54.43,24.57,2.69,0.0
20200805:1211,606860.0,790.16,53.1,25.4,2.62,0.0
20200805:1311,612470.0,799.79,48.36,26.02,2.55,0.0
20200805:1411,541350.0,704.43,41.29,26.43,2.41,0.0
20200805:1511,462730.0,599.89,32.91,26.6,2.28,0.0
20200805:1611,345800.0,450.58,23.92,26.52,2.0,0.0
20200805:1711,199110.0,270.64,14.83,26.04,1.38,0.0
20200805:1811,52400.0,88.36,6.01,24.69,0.69,0.0
20200805:1911,0.0,0.0,0.0,23.07,0.9,0.0
20200805:2011,0.0,0.0,0.0,21.42,1.66,0.0
20200805:2111,0.0,0.0,0.0,20.61,2.14,0.0
20200805:2211,0.0,0.0,0.0,19.71,2.21,0.0
20200805:2311,0.0,0.0,0.0,18.51,2.28,0.0
20200806:0011,0.0,0.0,0.0,18.02,2.34,0.0
20200806:0111,0.0,0.0,0.0,17.54,2.41,0.0
20200806:0211,0.0,0.0,0.0,17.17,2.41,0.0
20200806:0311,0.0,0.0,0.0,16.74,2.28,0.0
20200806:0411,2750.0,11.86,3.19,16.57,2.14,0.0
20200806:0511,36250.0,70.91,11.86,16.71,1.86,0.0
20200806:0611,120650.0,188.11,20.91,18.42,1.66,0.0
20200806:0711,244320.0,332.41,29.97,20.76,1.45,0.0
20200806:0811,367220.0,478.5,38.59,23.15,1.52,0.0
20200806:0911,471850.0,613.41,46.14,25.23,1.79,0.0
20200806:1011,547930.0,716.4,51.7,26.74,2.28,0.0
20200806:1111,603280.0,796.91,54.16,27.67,2.28,0.0
20200806:1211,613580.0,818.88,52.83,28.29,1.93,0.0
20200806:1311,592300.0,792.29,48.1,28.7,1.72,0.0
20200806:1411,530650.0,705.52,41.05,28.91,1.66,0.0
20200806:1511,458720.0,604.71,32.68,28.93,1.79,0.0
20200806:1611,371800.0,489.66,23.7,28.65,2.0,0.0
20200806:1711,163310.0,226.18,14.6,27.94,1.86,0.0
20200806:1811,47040.0,81.45,5.78,26.26,2.0,0.0
20200806:1911,0.0,0.0,0.0,24.63,2.34,0.0
20200806:2011,0.0,0.0,0.0,23.17,2.41,0.0
20200806:2111,0.0,0.0,0.0,22.11,2.48,0.0
20200806:2211,0.0,0.0,0.0,21.29,2.48,0.0
20200806:2311,0.0,0.0,0.0,20.55,2.34,0.0
20200807:0011,0.0,0.0,0.0,19.88,2.21,0.0
20200807:0111,0.0,0.0,0.0,19.24,2.07,0.0
20200807:0211,0.0,0.0,0.0,18.63,1.93,0.0
20200807:0311,0.0,0.0,0.0,18.19,1.93,0.0
20200807:0411,1730.0,9.88,2.98,17.93,1.86,0.0
20200807:0511,37010.0,70.2,11.66,18.12,1.59,0.0
20200807:0611,114780.0,182.23,20.71,20.42,1.45,0.0
20200807:0711,233880.0,321.27,29.77,22.85,1.52,0.0
20200807:0811,352300.0,463.12,38.38,24.92,1.52,0.0
20200807:0911,462290.0,603.27,45.91,26.73,2.07,0.0
20200807:1011,529080.0,692.42,51.44,27.93,2.62,0.0
20200807:1111,570260.0,753.41,53.88,28.85,2.55,0.0
20200807:1211,586670.0,780.27,52.56,29.13,2.28,0.0
20200807:1311,569140.0,757.96,47.84,29.68,2.21,0.0
20200807:1411,500810.0,664.74,40.8,30.11,2.07,0.0
20200807:1511,366460.0,484.82,32.44,30.25,1.93,0.0
20200807:1611,280950.0,374.41,23.47,30.15,1.93,0.0
20200807:1711,175310.0,243.75,14.37,29.42,1.93,0.0
20200807:1811,30640.0,58.15,5.54,27.85,2.14,0.0
20200807:1911,0.0,0.0,0.0,26.54,2.21,0.0
20200807:2011,0.0,0.0,0.0,25.34,2.14,0.0
20200807:2111,0.0,0.0,0.0,24.43,2.14,0.0
20200807:2211,0.0,0.0,0.0,23.63,2.07,0.0
20200807:2311,0.0,0.0,0.0,22.87,2.0,0.0
20200808:0011,0.0,0.0,0.0,22.16,1.86,0.0
20200808:0111,0.0,0.0,0.0,21.45,1.72,0.0
20200808:0211,0.0,0.0,0.0,20.62,1.52,0.0
20200808:0311,0.0,0.0,0.0,20.25,1.1,0.0
20200808:0411,0.0,4.94,2.77,21.39,0.62,0.0
20200808:0511,40750.0,72.75,11.45,21.13,0.55,0.0
20200808:0611,112410.0,179.24,20.51,22.66,0.34,0.0
20200808:0711,226170.0,315.85,29.57,24.92,0.48,0.0
20200808:0811,343290.0,460.88,38.16,27.11,0.55,0.0
20200808:0911,440230.0,591.32,45.67,29.19,0.69,0.0
20200808:1011,455100.0,616.83,51.18,30.79,0.83,0.0
20200808:1111,450020.0,618.0,53.61,31.78,0.41,0.0
20200808:1211,525160.0,731.06,52.28,32.33,0.28,0.0
20200808:1311,522890.0,719.25,47.58,32.54,0.83,0.0
20200808:1411,461570.0,626.25,40.55,32.61,1.17,0.0
20200808:1511,350960.0,471.85,32.2,32.59,1.45,0.0
20200808:1611,247540.0,336.07,23.23,31.93,1.1,0.0
20200808:1711,53930.0,86.9,14.13,31.32,1.17,0.0
20200808:1811,23650.0,47.85,5.3,29.8,1.66,0.0
20200808:1911,0.0,0.0,0.0,28.4,2.28,0.0
20200808:2011,0.0,0.0,0.0,26.97,2.48,0.0
20200808:2111,0.0,0.0,0.0,25.97,2.69,0.0
20200808:2211,0.0,0.0,0.0,25.04,2.69,0.0
20200808:2311,0.0,0.0,0.0,24.21,2.41,0.0
20200809:0011,0.0,0.0,0.0,23.53,2.21,0.0
20200809:0111,0.0,0.0,0.0,22.9,2.0,0.0
20200809:0211,0.0,0.0,0.0,22.33,1.86,0.0
20200809:0311,0.0,0.0,0.0,21.82,1.79,0.0
20200809:0411,0.0,1.98,2.56,21.37,1.86,0.0
20200809:0511,19930.0,38.76,11.25,21.55,1.86,0.0
20200809:0611,114480.0,164.44,20.31,22.88,1.93,0.0
20200809:0711,220140.0,300.61,29.36,24.24,1.93,0.0
20200809:0811,288290.0,379.89,37.95,25.98,1.93,0.0
20200809:0911,427970.0,562.01,45.44,27.87,2.07,0.0
20200809:1011,501460.0,662.54,50.92,29.51,2.41,0.0
20200809:1111,549200.0,731.06,53.32,30.84,2.69,0.0
20200809:1211,502570.0,672.27,51.99,31.72,2.55,0.0
20200809:1311,449600.0,602.06,47.3,32.21,2.34,0.0
20200809:1411,392240.0,524.75,40.3,32.27,2.07,0.0
20200809:1511,355630.0,471.9,31.96,31.46,2.34,0.0
20200809:1611,260220.0,347.35,22.99,30.59,2.62,0.0
20200809:1711,167260.0,233.94,13.89,29.33,1.72,0.0
20200809:1811,15780.0,35.08,5.05,28.19,1.93,0.0
20200809:1911,0.0,0.0,0.0,27.33,2.0,0.0
20200809:2011,0.0,0.0,0.0,26.28,2.41,0.0
20200809:2111,0.0,0.0,0.0,25.41,2.34,0.0
20200809:2211,0.0,0.0,0.0,24.66,2.14,0.0
20200809:2311,0.0,0.0,0.0,23.98,1.93,0.0
20200810:0011,0.0,0.0,0.0,23.52,1.79,0.0
20200810:0111,0.0,0.0,0.0,23.08,1.86,0.0
20200810:0211,0.0,0.0,0.0,22.74,2.0,0.0
20200810:0311,0.0,0.0,0.0,22.17,2.34,0.0
20200810:0411,0.0,0.0,0.0,21.83,2.21,0.0
20200810:0511,2670.0,11.93,11.05,22.16,2.48,0.0
20200810:0611,23330.0,43.73,20.11,23.26,2.07,0.0
20200810:0711,38260.0,63.61,29.16,22.97,1.45,0.0
20200810:0811,229260.0,301.44,37.73,24.11,1.93,0.0
20200810:0911,346120.0,448.64,45.2,24.66,2.14,0.0
20200810:1011,476040.0,620.53,50.65,26.2,2.07,0.0
20200810:1111,537930.0,710.57,53.03,28.3,2.14,0.0
20200810:1211,534320.0,708.76,51.7,29.2,2.21,0.0
20200810:1311,566450.0,751.15,47.03,29.77,2.48,0.0
20200810:1411,511950.0,673.36,40.03,29.44,2.55,0.0
20200810:1511,418130.0,548.57,31.71,29.19,2.21,0.0
20200810:1611,308670.0,408.5,22.74,28.71,1.72,0.0
20200810:1711,88880.0,130.75,13.65,27.04,0.97,0.0
20200810:1811,9330.0,24.03,4.8,24.79,2.28,0.0
20200810:1911,0.0,0.0,0.0,25.37,2.21,0.0
20200810:2011,0.0,0.0,0.0,24.55,2.48,0.0
20200810:2111,0.0,0.0,0.0,23.89,2.07,0.0
20200810:2211,0.0,0.0,0.0,23.24,1.72,0.0
20200810:2311,0.0,0.0,0.0,22.56,1.72,0.0
20200811:0011,0.0,0.0,0.0,21.97,1.72,0.0
20200811:0111,0.0,0.0,0.0,21.52,1.72,0.0
20200811:0211,0.0,0.0,0.0,21.05,1.79,0.0
20200811:0311,0.0,0.0,0.0,20.7,1.86,0.0
20200811:0411,0.0,0.0,0.0,20.4,2.0,0.0
20200811:0511,37730.0,66.58,10.84,20.6,2.07,0.0
20200811:0611,107420.0,172.33,19.91,21.87,2.28,0.0
20200811:0711,224240.0,308.27,28.95,23.28,2.97,0.0
20200811:0811,349940.0,456.04,37.51,24.85,3.1,0.0
20200811:0911,456140.0,589.03,44.95,26.61,3.31,0.0
20200811:1011,526840.0,683.99,50.38,28.23,3.66,0.0
20200811:1111,585020.0,765.32,52.74,29.5,3.86,0.0
20200811:1211,567890.0,747.95,51.41,30.46,3.72,0.0
20200811:1311,544750.0,718.44,46.74,31.05,3.66,0.0
20200811:1411,512610.0,674.33,39.77,31.31,3.66,0.0
20200811:1511,430830.0,565.36,31.45,31.24,3.59,0.0
20200811:1611,319660.0,422.21,22.49,30.42,3.45,0.0
20200811:1711,165940.0,231.76,13.39,29.43,3.38,0.0
20200811:1811,19300.0,41.41,4.54,28.03,3.45,0.0
20200811:1911,0.0,0.0,0.0,26.98,3.59,0.0
20200811:2011,0.0,0.0,0.0,25.85,3.59,0.0
20200811:2111,0.0,0.0,0.0,25.01,3.52,0.0
20200811:2211,0.0,0.0,0.0,24.31,3.24,0.0
20200811:2311,0.0,0.0,0.0,23.45,2.97,0.0
20200812:0011,0.0,0.0,0.0,22.67,2.76,0.0
20200812:0111,0.0,0.0,0.0,22.02,2.55,0.0
20200812:0211,0.0,0.0,0.0,21.49,2.48,0.0
20200812:0311,0.0,0.0,0.0,20.97,2.41,0.0
20200812:0411,0.0,0.0,0.0,20.54,2.34,0.0
20200812:0511,33560.0,61.7,10.63,20.68,2.41,0.0
20200812:0611,103910.0,170.38,19.7,21.85,2.41,0.0
20200812:0711,224620.0,310.55,28.74,23.37,2.97,0.0
20200812:0811,348250.0,455.12,37.28,25.12,2.97,0.0
20200812:0911,455720.0,590.58,44.71,27.0,3.17,0.0
20200812:1011,530900.0,692.02,50.11,28.72,3.52,0.0
20200812:1111,589010.0,771.87,52.45,29.71,3.86,0.0
20200812:1211,597350.0,787.06,51.11,30.29,3.72,0.0
20200812:1311,582190.0,768.36,46.46,30.35,3.38,0.0
